timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51
2018-04-12 09:55:00,0.9936126699696886,0.8787869796148478,0.0,0.9270837908326381,0.9580867157136901,0.5668347758323464,0.9767927958896652,0.5657923457508751,0.3436535687842124,0.4838795986622131,0.7217005214147275,0.7874016155126896,0.9404455200794106,0.9474577335382319,0.9368113847744937,0.0,0.42072106937943055,0.24177867172376732,0.24019730457142274,0.05038664743257826,0.0,0.17192962036120818,0.7297870643592006,0.785936434815234,0.1109625517394619,0.5569269218155171,0.7818428356532987,0.36983250652602484,0.4571456486163008,0.6200838298532592,0.5729168932292223,0.6365461026758896,0.6195375688795366,0.29790328824520707,0.06397507558941173,0.17155691602351375,0.6534923283412812,0.7228167494444024,0.4117644932872291,0.2375000839999728,0.18435759463189294,0.3658537727543485,0.43333376,0.09090853553702871,0.13821161283361638,0.3884298818933283,0.023809386666578725,0.3055557155556583,0.17853109462644734,0.05031444148571407,0.21004544352278587,0.24524306717500788
2018-04-12 09:56:00,0.996806132096526,0.871211711295004,0.0,0.9270837908326381,0.9806388490478202,0.6207055121370726,0.9880444790487224,0.5657923457508751,0.3126928624315761,0.5161204013378011,0.6897563738724165,0.7875597379032693,0.929726853782628,0.9429852731109638,0.9048175616805159,0.0,0.3374245942525764,0.35680217750881127,0.3381337563454083,0.05368910340739319,0.02635961151107935,0.012155424935496484,0.713836829093232,0.7877072887379377,0.14663500468903656,0.5557451389840278,0.7878118886699585,0.4066946020831912,0.7752619623360442,0.3953015870139609,0.3993060998265241,0.5642570575312846,0.5917957588462919,0.18798247711436122,0.06220050207445804,0.17701396348012866,0.7548496061161121,0.7057715211053135,0.38823523565398776,0.224999928000023,0.15642469725667318,0.34146320904217253,0.39999999999999947,0.09090853553702871,0.10569121681537763,0.3884298818933283,0.04761877333315745,0.33333333333333304,0.17627122218212987,0.04716980927020409,0.20547952411336756,0.23255815652687262
2018-04-12 09:57:00,0.995608685243121,0.8560594292017853,0.07142386939634804,0.9270837908326381,0.9689372322791239,0.5791808068952393,0.9817157718286202,0.486848806752036,0.5479882388690829,1.0,0.6680901030125245,0.7930530757993833,0.9118444544257428,0.9313767612290462,0.906455291809225,0.0,0.3026519479562122,0.3459643482646939,0.32211890483774597,0.0,0.047863111501108335,0.10145686628256634,0.7802775340936279,0.8513813870747882,0.17226463487663501,0.6165848136754697,0.8221007507221199,0.444463168287184,0.5729220097213066,0.49808319337152973,0.7465284366321088,0.6847387994389598,0.5600823511541484,0.30210041216924033,0.026562181179627498,0.13615920220450706,0.5300175830093465,0.6121693609937404,0.3764703809550487,0.2375000839999728,0.1396649159265011,0.3658537727543485,0.43333376,0.09090853553702871,0.08943115929405443,0.41322311453042504,0.023809386666578725,0.33333333333333304,0.1615818560398381,0.04402517705469411,0.1963466332393673,0.21775872877628344
2018-04-12 09:58:00,0.9948101168230936,0.8560594292017853,0.03571193469817757,0.9270837908326381,0.9761710325380386,0.5934812687601154,0.9732765233835039,0.6579052677531969,0.3436535687842124,0.6451282051282021,0.6555634114636707,0.797204826348217,0.9036235242287591,0.987169415307984,0.8918418088700948,0.0,0.28353482486208925,0.20781724006143865,0.2089334620075911,0.05915085751958671,0.06442075663602154,0.21493336437176325,0.7157309195310653,0.7405235112120501,0.21120811410364126,0.6519151385827175,0.7577815914178974,0.42844551246913953,0.5628587479543743,0.5927105854159613,0.6145831536457882,0.5843360627106504,0.6715958282144237,0.5454055084938743,0.0,0.08048304238460124,0.5712091480603618,0.5317484737838956,0.3411762686228679,0.287500227999927,0.13407825064137668,0.34146320904217253,0.39999999999999947,0.04545426776851391,0.05691076327581568,0.42148752540945744,0.0238091398092779,0.3055557155556583,0.15932198359552063,0.04088054483918413,0.20091307867636754,0.20718760457507268
2018-04-12 09:59:00,0.996806132096526,0.8560594292017853,0.07142386939634804,0.9270837908326381,0.9808517160101047,0.6050724620316592,0.9845282065425611,0.6579052677531969,0.3931889869934224,0.35482720178373484,0.6378388340311615,0.8201708770935793,0.862281703369206,0.952173664676306,0.8835624880464126,0.0,0.29962343199046515,0.4088204435597049,0.3803033789726735,0.02514644819650158,0.07240791336776908,0.0814351393819468,0.8236741366935156,0.7924349443128982,0.20775442257064647,0.7286217007986036,0.8191585979928977,0.44040691573832236,0.5475440267702307,0.431122370973716,0.468750117187529,0.42570228325431003,0.5697122508969126,0.5337178917884957,0.026561408281755128,0.04914568484195403,0.4173618958645253,0.4459575526595094,0.31764701098962655,0.3374998920000345,0.12849158535625227,0.34146320904217253,0.39999999999999947,0.022726697520493833,0.048780594027358015,0.42148752540945744,0.0238091398092779,0.3055557155556583,0.15593237018327344,0.04088054483918413,0.2085236457288402,0.21564421167382952
2018-04-12 10:00:00,0.9980039847265673,0.8484841608819433,0.07142386939634804,0.9270837908326381,0.9740436496757592,0.6646061591888199,0.9817157718286202,0.5657923457508751,0.4334370492743451,0.4838795986622131,0.5955707358652093,0.8303786397255297,0.844352759097563,0.9235281021080551,0.9023609664874526,0.0,0.3941401594731726,0.30566427793894757,0.27572158698655724,0.054336288003192124,0.029101768940829942,0.13841393625482468,0.7541311109338871,0.7663118235761601,0.16879022872703153,0.6035312335238849,0.803080573740969,0.4714643416247939,0.5188197650277253,0.4197596998343105,0.47569436892359196,0.42771018377224657,0.5269316080690674,0.5188664207314302,0.055739075861471976,0.18981616524194989,0.40245509397322987,0.7104718438937314,0.25882364102420485,0.4000001919999385,0.1396649159265011,0.31707358191565493,0.46666624000000034,0.022726697520493833,0.02439036725757715,0.41322311453042504,0.0,0.2777778097777981,0.13672325915234662,0.05031444148571407,0.21613368675373135,0.23890024652317554
2018-04-12 10:01:00,0.9980039847265673,0.8484841608819433,0.07142386939634804,0.9270837908326381,0.9740436496757592,0.6646061591888199,0.9817157718286202,0.5657923457508751,0.4334370492743451,0.4838795986622131,0.5955707358652093,0.8303786397255297,0.844352759097563,0.9235281021080551,0.9023609664874526,0.0,0.3941401594731726,0.30566427793894757,0.27572158698655724,0.054336288003192124,0.029101768940829942,0.13841393625482468,0.7541311109338871,0.7663118235761601,0.16879022872703153,0.6035312335238849,0.803080573740969,0.4714643416247939,0.5188197650277253,0.4197596998343105,0.47569436892359196,0.42771018377224657,0.5269316080690674,0.5188664207314302,0.055739075861471976,0.18981616524194989,0.40245509397322987,0.7104718438937314,0.25882364102420485,0.4000001919999385,0.1396649159265011,0.31707358191565493,0.46666624000000034,0.022726697520493833,0.02439036725757715,0.41322311453042504,0.0,0.2777778097777981,0.13672325915234662,0.05031444148571407,0.21613368675373135,0.23890024652317554
2018-04-12 10:02:00,0.9940119541797022,0.8560594292017853,0.07142386939634804,0.9270837908326381,0.9844686161395619,0.656746500548036,0.9789023649630326,0.6579052677531969,0.325074577040116,0.5161204013378011,0.6173427057667297,0.8231508614783327,0.8343524011201006,0.9492057888883271,0.8843062668678421,0.0,0.30062781811703765,0.2617681694695113,0.23963609804105235,0.05294816777201916,0.00545440041481271,0.09267687055034912,0.76157588324428,0.7943832870114562,0.16693721211390766,0.6005269589019111,0.7948600605945053,0.4321133670905426,0.7653452529249414,0.4802299941448229,0.6770836692709166,0.45582271873122915,0.5598913661415241,0.613222719406112,0.06037878178928957,0.1898992117445597,0.42793413918726575,0.630828685733579,0.25882364102420485,0.41249986800004224,0.18435759463189294,0.268292454491303,0.46666624000000034,0.022726697520493833,0.01626033849691555,0.40495870365139286,0.023809386666578725,0.24999951999969294,0.11412453470917261,0.05974844681142877,0.2085236457288402,0.24735685362193238
2018-04-12 10:03:00,0.996806132096526,0.8484841608819433,0.03571193469817757,0.9270837908326381,0.981702816213367,0.6824109854539164,0.9964837274938387,0.6579052677531969,0.37770863381710384,0.8387068004459337,0.6019868709594253,0.8178579125783948,0.824655631041703,0.9078347523314036,0.8731113330641573,0.0,0.355835268389173,0.42952355601771863,0.41076497816570057,0.07370646247085233,0.09810940709570559,0.0,0.8275101682749835,0.7862329217476223,0.13403486834919676,0.6141894201376346,0.7669526896756302,0.3738123323859348,0.406865977870595,0.417029170569176,0.3194445798611447,0.4718866939578694,0.3760499846370866,0.6495408639613798,0.04536292192494851,0.11256232777287778,0.29348939104041616,0.7940206215474772,0.25882364102420485,0.37499988000003825,0.32402251055839404,0.268292454491303,0.43333376,0.04545426776851391,0.008130309736253727,0.3801651853944281,0.07142815999973662,0.1944442844443417,0.1016950410111982,0.06603771124244873,0.19482483544542184,0.25581346072068945
2018-04-12 10:04:00,0.9924152231162833,0.8409088925620978,0.07142386939634804,0.9270837908326381,0.9782932683580521,0.6809628950497497,0.9908578859143102,0.6579052677531969,0.3931889869934224,0.4838795986622131,0.6339862394754076,0.8155232486898013,0.8161967465052286,0.8660237524019135,0.8781066933010333,0.0,0.29828425048837204,0.32071750903929175,0.31812587944337767,0.5551634141104351,0.7056568214905354,0.7135734931812436,0.7447723103915784,0.6762302190776239,0.4892848937716803,0.6120901642179959,0.804298113660602,0.37800765645075707,0.644036540387388,0.3837713014692312,0.32291708072926895,0.3935735617178806,0.3850970337454682,0.6324250239103701,0.06748480482782937,0.07045500561078644,0.44897255663483193,0.8637184151733703,0.25882364102420485,0.3500000479999845,0.41899453325430236,0.2439028273647854,0.43333376,0.15909037355356315,0.008130309736253727,0.3719007745153957,0.07142815999973662,0.1944442844443417,0.09717529612256337,0.07232697567346857,0.1872142683929492,0.25581346072068945
